id,type,isObscene,isAbstract,text
693,suffix,FALSE,TRUE,трест
694,suffix,FALSE,TRUE,краш
695,suffix,FALSE,TRUE,аин
696,suffix,FALSE,TRUE,зибо
697,suffix,FALSE,TRUE,прумб
698,suffix,FALSE,TRUE,энти
699,suffix,FALSE,TRUE,арамм
700,suffix,FALSE,TRUE,цу
701,suffix,FALSE,TRUE,ток
702,suffix,FALSE,TRUE,ниф
703,suffix,FALSE,TRUE,кофа
